Time(s) Delta Theta Alpha Beta
1.150000000000000000e+01 2.652696802131791938e-03 8.990511743300758692e-04 3.587193558110058950e-04 2.387157469970093814e-04
1.200000000000000000e+01 2.989352591675206467e-03 1.161085789089298312e-03 3.677207524162584042e-04 2.529105843903310647e-04
1.250000000000000000e+01 2.401501910680976272e-03 8.899441401349404788e-04 3.794305525577122500e-04 2.734587987580544598e-04
1.300000000000000000e+01 1.837950027999501893e-03 7.385387584148406497e-04 4.124194047139716690e-04 2.558076146826198933e-04
1.350000000000000000e+01 1.958661840380934976e-03 6.890144457980500051e-04 4.280002629590369729e-04 2.398007863963346896e-04
1.400000000000000000e+01 2.006234001838032733e-03 5.882700184921964932e-04 4.476192647387713898e-04 2.199589913445501479e-04
1.450000000000000000e+01 2.279516876541528257e-03 6.886532993861734127e-04 4.371548428999515873e-04 2.231717293855860901e-04
1.500000000000000000e+01 2.040946784962971005e-03 7.284469821089629461e-04 3.726443110990889729e-04 2.249765383185514331e-04
1.550000000000000000e+01 1.962285497462946948e-03 9.163262193549634145e-04 4.726750770068679879e-04 2.069915710109681748e-04
1.600000000000000000e+01 1.823069336598432148e-03 9.038835559795011182e-04 4.613505902847163625e-04 2.048066157704766588e-04
1.650000000000000000e+01 1.790458284031823648e-03 1.237052097595402883e-03 5.217091158227404792e-04 2.223329764541712888e-04
1.700000000000000000e+01 1.808920626357493969e-03 1.914473244051003668e-03 4.805050709620628264e-04 2.177445518698190973e-04
1.750000000000000000e+01 2.460766191864423736e-03 1.988125997306208412e-03 5.100888692503408820e-04 2.224732288000974350e-04
1.800000000000000000e+01 2.600073940523638626e-03 1.905819518922681303e-03 5.104395187567081727e-04 2.090229933706358087e-04
1.850000000000000000e+01 2.161662416314386135e-03 2.072220643408977190e-03 5.171677429295352913e-04 2.242868610233661041e-04
1.900000000000000000e+01 2.326626640352269515e-03 1.770343283247834869e-03 5.514331541251700280e-04 2.050753948729292062e-04
1.950000000000000000e+01 2.084366551705664049e-03 1.835749657365442263e-03 5.551170384788886320e-04 2.434016299881306691e-04
2.000000000000000000e+01 2.267681984595342880e-03 1.503744399042616659e-03 6.793110258040243243e-04 2.466146841103904956e-04
2.050000000000000000e+01 2.073961775522463989e-03 1.411118992909276334e-03 5.795457713180105419e-04 2.188072098426380109e-04
2.100000000000000000e+01 2.171099724723286276e-03 5.745990420221358443e-04 6.684860628456046252e-04 2.272194114266256183e-04
2.150000000000000000e+01 1.322319601330087689e-03 5.449032625323022233e-04 5.894766890173717142e-04 2.290977580890101242e-04
2.200000000000000000e+01 9.946331068297600744e-04 6.016654076275026412e-04 6.649576979116156349e-04 2.459092595641838332e-04
2.250000000000000000e+01 7.717414182634090925e-04 5.067738342758391348e-04 5.847409573757647539e-04 2.392621816770103369e-04
2.300000000000000000e+01 7.819144204771618593e-04 5.553580593782306762e-04 6.221308258835024640e-04 2.582637029641625241e-04
2.350000000000000000e+01 9.272596595003795936e-04 9.786335888512230109e-04 5.415887154862361955e-04 2.552363700058208435e-04
2.400000000000000000e+01 1.686207458788114384e-03 1.431956158980495506e-03 5.469243298497249639e-04 2.182694500574721048e-04
2.450000000000000000e+01 2.125634126332143041e-03 1.595501097811790822e-03 4.972765623539902521e-04 2.063278334332553979e-04
2.500000000000000000e+01 1.851997024107243520e-03 1.628372537937666092e-03 6.265766871831548882e-04 2.062370823389184636e-04
2.550000000000000000e+01 2.477437999282982618e-03 1.800058207923144193e-03 5.890741951825611720e-04 2.073284523718523572e-04
2.600000000000000000e+01 2.459015697345356098e-03 1.671805001903674433e-03 6.290231015284307751e-04 1.886247088476872280e-04
2.650000000000000000e+01 3.253170130529483596e-03 1.841403111491398282e-03 6.162489320104046295e-04 1.834758013838988847e-04
2.700000000000000000e+01 3.872861721006013152e-03 1.847170564284514489e-03 6.572781264299230267e-04 1.657422218572792111e-04
2.750000000000000000e+01 3.908753267982379397e-03 1.575969115812603846e-03 6.422739095395009609e-04 1.633513934379152513e-04
2.800000000000000000e+01 3.441185220766959652e-03 1.279994633123004988e-03 6.053944907875042627e-04 1.500160683336802347e-04
2.850000000000000000e+01 2.772260768164821164e-03 1.069346193673018043e-03 5.606890825020627560e-04 1.598442961720579578e-04
2.900000000000000000e+01 3.189585660497763243e-03 1.094850050381428273e-03 5.040266428259237595e-04 1.780100998374513062e-04
2.950000000000000000e+01 2.899730945284685699e-03 8.865498866725073741e-04 4.878482109844111303e-04 1.918688138364350784e-04
3.000000000000000000e+01 3.106615815341315801e-03 1.102798790212181817e-03 6.249898198063819077e-04 1.825445388720859025e-04
3.050000000000000000e+01 3.633617023628371405e-03 8.898371593325512608e-04 7.829918038449806220e-04 2.227184796868101615e-04
3.100000000000000000e+01 2.998681832279307107e-03 1.002350454526895447e-03 7.680046614969341344e-04 2.061174851818576269e-04
3.150000000000000000e+01 2.997159739789308480e-03 9.712520060511696876e-04 8.150427509483981715e-04 1.984799498199883347e-04
3.200000000000000000e+01 2.860240570550497911e-03 8.310538690953894053e-04 7.209169780094945102e-04 1.780269805781149826e-04
3.250000000000000000e+01 3.218977907860492982e-03 9.344944728005173933e-04 7.922542173885495928e-04 2.051394990442407347e-04
3.300000000000000000e+01 3.314781607120883232e-03 9.230129709100424323e-04 7.416153384381842092e-04 1.612558595892166875e-04
3.350000000000000000e+01 3.847665540028427037e-03 9.450500648525979146e-04 7.721035415387484183e-04 1.646034383815439658e-04
3.400000000000000000e+01 4.432438500164203807e-03 8.111959980232756910e-04 6.332602319204520998e-04 1.507049480952706532e-04
3.450000000000000000e+01 3.588981409231863876e-03 8.943113295998674286e-04 4.888146828515281019e-04 1.755293215646426769e-04
3.500000000000000000e+01 3.713673907845483485e-03 8.805473023341873866e-04 4.401087798777762717e-04 1.620867377279874291e-04
3.550000000000000000e+01 3.469156538357157180e-03 1.123300992326069225e-03 4.063790056697929838e-04 1.818328162998212119e-04
3.600000000000000000e+01 4.253622594256185364e-03 1.219468307873952488e-03 5.197079069445088633e-04 1.743209083381148190e-04
3.650000000000000000e+01 3.882271974229876965e-03 1.041710276475145674e-03 4.719127521247749001e-04 1.703840734728954791e-04
3.700000000000000000e+01 3.886502398656833685e-03 1.124301956828386347e-03 5.706091180840306429e-04 1.810626336604790232e-04
3.750000000000000000e+01 3.309889071831062252e-03 1.251501777113738509e-03 4.737763151414750074e-04 1.654963481638312367e-04
