Time(s) Delta Theta Alpha Beta
4.000000000000000000e+01 7.138190696802006706e-03 2.914685919116161410e-03 8.845024164695353000e-04 3.009552857259528203e-04
4.050000000000000000e+01 7.080389339380282858e-03 2.887641878559284603e-03 8.780191588590614956e-04 2.994059693135258586e-04
4.100000000000000000e+01 7.016267829692487967e-03 2.859505416507920634e-03 8.715847055090720705e-04 2.979021976132691270e-04
4.150000000000000000e+01 6.952055748351107164e-03 2.832945674724030895e-03 8.646192249471437675e-04 2.965429980737443734e-04
4.200000000000000000e+01 6.889919103455753070e-03 2.807952843843631967e-03 8.587220916531903767e-04 2.952341088948940372e-04
4.250000000000000000e+01 6.832908523909430112e-03 2.784407456655087904e-03 8.532674387999050498e-04 2.940539721743392525e-04
4.300000000000000000e+01 6.777878993055613636e-03 2.762062806391282332e-03 8.491381991858895032e-04 2.931137643290857107e-04
4.350000000000000000e+01 6.720901205260606734e-03 2.737930860267490888e-03 8.465201861036846746e-04 2.920783421552894301e-04
4.400000000000000000e+01 6.661953182313862763e-03 2.713760102552543671e-03 8.435138970448618394e-04 2.912177572277529678e-04
4.450000000000000000e+01 6.605531165965135287e-03 2.691635157924358434e-03 8.410407748381783580e-04 2.902316437767006293e-04
4.500000000000000000e+01 6.550148387145334448e-03 2.669844749752326406e-03 8.379677297955905046e-04 2.889722773506319059e-04
4.550000000000000000e+01 6.503934173528107092e-03 2.649497302412972058e-03 8.361982737999933309e-04 2.877564973925526696e-04
4.600000000000000000e+01 6.455878968048648150e-03 2.629789039027631385e-03 8.330162960969479669e-04 2.866219518239357823e-04
4.650000000000000000e+01 6.409464378001117520e-03 2.608296998789950017e-03 8.316373070806202432e-04 2.854902750541156117e-04
4.700000000000000000e+01 6.360593863392795082e-03 2.587636101625190831e-03 8.292930681581491990e-04 2.840982672231873608e-04
4.750000000000000000e+01 6.315247888274486479e-03 2.566987077351047183e-03 8.263572256169275957e-04 2.828002272344567179e-04
4.800000000000000000e+01 6.271778590513344374e-03 2.549138473369222131e-03 8.245220889826556125e-04 2.814833722305649629e-04
4.850000000000000000e+01 6.235025478538593242e-03 2.532465372544383166e-03 8.229059820633580127e-04 2.803271119146877235e-04
4.900000000000000000e+01 6.192692736864611504e-03 2.515176309982501950e-03 8.226724038816150960e-04 2.792432048046204025e-04
4.950000000000000000e+01 6.152733852072975185e-03 2.497493892532008306e-03 8.208993541259907269e-04 2.781884417494160321e-04
5.000000000000000000e+01 6.113631562175095117e-03 2.477595557009477142e-03 8.208536007295110263e-04 2.770997263986214811e-04
5.050000000000000000e+01 6.085218240502756476e-03 2.460862537334457603e-03 8.190291674834460382e-04 2.759842112369770262e-04
5.100000000000000000e+01 6.057889628910209830e-03 2.445642923033685984e-03 8.187205272388662757e-04 2.750272807278244039e-04
5.150000000000000000e+01 6.032114192030243148e-03 2.430780135640788105e-03 8.170567549701256193e-04 2.738495262886437415e-04
5.200000000000000000e+01 6.002124474906135425e-03 2.415524387383797406e-03 8.159502706237324815e-04 2.727763086782617353e-04
5.250000000000000000e+01 5.969628066177056283e-03 2.399700662803524575e-03 8.134741521375727334e-04 2.715937585489763308e-04
5.300000000000000000e+01 5.946043837978672378e-03 2.386817659520329253e-03 8.118704524330282342e-04 2.707075848770751250e-04
5.350000000000000000e+01 5.927086047039045215e-03 2.372302181626408969e-03 8.105683164240601399e-04 2.697953007243885618e-04
5.400000000000000000e+01 5.911910782908692992e-03 2.364700401328473454e-03 8.108517001352965464e-04 2.689301683610199108e-04
5.450000000000000000e+01 5.892994742474912638e-03 2.360766329376858940e-03 8.094642402297676925e-04 2.680055410053145824e-04
5.500000000000000000e+01 5.872612621756268143e-03 2.354286054601851391e-03 8.083996074728104541e-04 2.672560687013799297e-04
5.550000000000000000e+01 5.849306209335718328e-03 2.349804879330874650e-03 8.069884146720328420e-04 2.664394994286949482e-04
5.600000000000000000e+01 5.834710775467011681e-03 2.343518211820771590e-03 8.072556776684136756e-04 2.657462145458095305e-04
5.650000000000000000e+01 5.820313236576632986e-03 2.337912394597634665e-03 8.063405692613445598e-04 2.650031493154411254e-04
5.700000000000000000e+01 5.801837020838545092e-03 2.330725585101089611e-03 8.059517585910510413e-04 2.642894737570639779e-04
5.750000000000000000e+01 5.778143175246399331e-03 2.327531848184440522e-03 8.040019474892714374e-04 2.633041649141713608e-04
5.800000000000000000e+01 5.749778679525275986e-03 2.320425714757911369e-03 8.022534438949415880e-04 2.625152469294042817e-04
5.850000000000000000e+01 5.721271271236228785e-03 2.308629286840326641e-03 7.995927387345993283e-04 2.616285899882557562e-04
5.900000000000000000e+01 5.691957426537377560e-03 2.296676498658100155e-03 7.974681682223897557e-04 2.609036139172525299e-04
5.950000000000000000e+01 5.667280654643431712e-03 2.284205255994521244e-03 7.942149451484149456e-04 2.600151103337194794e-04
6.000000000000000000e+01 5.638256970101428352e-03 2.274071269125189053e-03 7.909981321276833652e-04 2.593533291806116785e-04
6.050000000000000000e+01 5.605810057757903628e-03 2.263178299707351623e-03 7.875993155227838365e-04 2.585866634247275826e-04
6.100000000000000000e+01 5.574536169778438431e-03 2.252337508451010117e-03 7.843669760784702108e-04 2.578437258469640269e-04
6.150000000000000000e+01 5.541222610104875636e-03 2.239162974024904405e-03 7.818619375059965683e-04 2.572273096223826462e-04
6.200000000000000000e+01 5.507200632815455708e-03 2.226921996216425087e-03 7.795426077958754084e-04 2.567431297289399163e-04
6.250000000000000000e+01 5.473555159410095107e-03 2.214708158376517324e-03 7.775354572788104003e-04 2.562669293768979795e-04
6.300000000000000000e+01 5.440598812376336822e-03 2.203471534850779800e-03 7.758871188953380803e-04 2.556676390790228325e-04
6.350000000000000000e+01 5.413772088311919264e-03 2.191718835829229231e-03 7.749779576388453285e-04 2.550728705543454759e-04
6.400000000000000000e+01 5.386600990452334800e-03 2.179318711757929471e-03 7.737490324020967472e-04 2.544801625237380822e-04
6.450000000000000000e+01 5.360935026971516866e-03 2.166687407301899713e-03 7.724984920495868825e-04 2.538261926677707540e-04
6.500000000000000000e+01 5.336969375097946194e-03 2.154483784759426718e-03 7.714604924435708010e-04 2.534163015870846388e-04
6.550000000000000000e+01 5.317456410581950302e-03 2.143472950165180909e-03 7.701829624782093346e-04 2.529160596943727112e-04
6.600000000000000000e+01 5.300130162381852007e-03 2.132899302569013847e-03 7.683004499919924256e-04 2.524954117025613527e-04
6.650000000000000000e+01 5.282973920769344287e-03 2.123502031036250595e-03 7.663133210357667841e-04 2.519986280000079213e-04
6.700000000000000000e+01 5.265695549818330545e-03 2.114811082839046681e-03 7.647598949627951170e-04 2.516392547084039528e-04
6.750000000000000000e+01 5.243856569279691827e-03 2.106172212202866295e-03 7.628760204258146910e-04 2.513881371067509872e-04
6.800000000000000000e+01 5.219311913248813294e-03 2.098207866606798845e-03 7.614072262685601727e-04 2.511283426426863985e-04
6.850000000000000000e+01 5.196778042869437154e-03 2.090495076914258323e-03 7.595530557629721988e-04 2.508855910972966055e-04
6.900000000000000000e+01 5.174336786500440162e-03 2.082862389536629943e-03 7.580042018941025124e-04 2.504542193348057409e-04
6.950000000000000000e+01 5.150985030844351664e-03 2.074406383952910691e-03 7.563739394266969862e-04 2.500298788927569947e-04
7.000000000000000000e+01 5.131426550370492799e-03 2.065309939068217266e-03 7.553753310642186527e-04 2.495357269684534817e-04
7.050000000000000000e+01 5.113635932478342860e-03 2.054791002069677585e-03 7.550696972904243250e-04 2.490354963987835590e-04
7.100000000000000000e+01 5.094575299937594351e-03 2.043248682078271147e-03 7.544012480398323015e-04 2.487284217033351556e-04
7.150000000000000000e+01 5.079413862558959658e-03 2.031903925157227137e-03 7.535735193571817215e-04 2.481490482435771820e-04
7.200000000000000000e+01 5.061559151734031786e-03 2.020368804008412181e-03 7.527712858523396893e-04 2.477084282516880931e-04
7.250000000000000000e+01 5.047962759960456132e-03 2.008944872235759235e-03 7.519192103184686770e-04 2.471312699102629659e-04
7.300000000000000000e+01 5.031206774967898754e-03 1.998975182490812449e-03 7.512619008691696562e-04 2.467182323873286644e-04
7.350000000000000000e+01 5.018564715524339963e-03 1.990058249647529056e-03 7.503234599113947807e-04 2.461490875766356992e-04
