8.117409	3.4163666	1.6508057
8.111534	3.36483	1.6508057
7.860794	3.1111526	1.6508057
7.620468	3.261757	1.6508057
7.646637	3.7680435	1.6508057
7.376137	3.7934113	1.6508057
7.0105743	3.614235	1.6516113
7.0412827	3.1992722	1.6508057
7.016983	2.7501297	1.6508057
6.7448807	2.4913788	1.6508057
6.9288635	2.6545334	1.6508057
7.665062	3.2313156	1.6508057
7.916336	3.3245087	1.6508057
7.691498	3.2753754	1.6508057
7.831955	3.36483	1.6516113
8.1430435	3.2841873	1.6508057
8.227158	3.170166	1.6508057
8.2447815	3.2331848	1.6508057
8.20179	3.2986069	1.6508057
8.08403	3.3207703	1.6516113
8.336372	3.5194397	1.6508057
8.219948	3.4083557	1.6508057
7.768936	3.3725739	1.6508057
7.7061844	3.7429428	1.6508057
7.8471756	3.7520218	1.6508057
7.760124	3.3958054	1.6508057
7.719269	3.1074142	1.6508057
7.6626587	2.9530716	1.6508057
7.509651	2.7920532	1.6508057
7.657318	2.9274368	1.6516113
7.7793503	3.3357239	1.6516113
8.0410385	3.6727142	1.6508057
7.973213	3.4978104	1.6508057
7.8263474	3.1012726	1.6508057
8.038902	3.0564117	1.6508057
8.214607	3.0791092	1.6508057
7.869339	3.1872559	1.6516113
7.4565125	3.1920624	1.6508057
7.5601196	3.0633545	1.6508057
7.702713	2.9861832	1.6508057
7.4960327	2.9242325	1.6508057
7.108307	2.8684235	1.6508057
6.8573	3.1031418	1.6508057
6.675186	3.3031464	1.6508057
6.553955	3.068428	1.6508057
6.6030884	2.735443	1.6508057
6.8623734	2.605133	1.6508057
7.0143127	2.8115463	1.6508057
6.925659	3.1813812	1.6508057
7.305107	3.1306458	1.6508057
7.851448	2.7867126	1.6508057
7.7053833	2.6305008	1.6516113
7.580681	2.6895142	1.6508057
7.5686646	2.8246307	1.6508057
7.729416	2.8759003	1.6516113
8.016739	2.8481293	1.6508057
8.267479	3.0203629	1.6508057
8.154526	2.799797	1.6508057
8.210602	2.6272964	1.6508057
8.63678	2.8208923	1.6508057
8.806076	2.9501343	1.65
8.6156845	3.0636215	1.65
8.497124	2.9992676	1.6516113
8.5043335	2.6638794	1.6508057
