7.0038986	3.5928726	1.6532227
6.5507507	3.5837936	1.6532227
6.599083	3.5952759	1.6532227
7.2973633	3.6385345	1.6540283
7.9374313	3.7466812	1.6532227
8.434906	3.7477493	1.6540283
8.595924	3.772049	1.6540283
8.073883	3.7683105	1.6540283
7.7651978	3.670044	1.6532227
7.8995132	3.485527	1.6532227
7.973213	3.4075546	1.6540283
8.178024	3.6780548	1.6532227
8.365746	3.679657	1.6532227
8.567619	3.6759186	1.6540283
8.68618	3.4994125	1.6540283
8.640785	3.5362625	1.6532227
8.696861	3.4123611	1.6540283
8.496857	3.2574844	1.6532227
7.9312897	3.2585526	1.6532227
7.635689	3.5704422	1.6532227
7.589493	3.764038	1.6532227
7.9035187	3.827324	1.6532227
8.076019	3.7119675	1.6540283
7.47921	3.3068848	1.6532227
7.304039	3.1293106	1.6540283
7.4402237	3.1661606	1.6532227
7.4962997	3.1367874	1.6540283
7.413254	3.031044	1.6532227
6.990547	3.2091522	1.6540283
6.794014	3.3140945	1.6532227
7.3363495	3.291397	1.6540283
7.2447586	3.2104874	1.6532227
6.8287277	3.1341171	1.6532227
7.257576	3.152275	1.6532227
7.774544	3.2379913	1.6540283
8.071747	3.4449387	1.6540283
7.746773	3.2315826	1.6532227
7.4832153	3.076973	1.6532227
7.426338	3.2561493	1.6540283
7.590027	3.3498764	1.6532227
7.635956	3.3966064	1.6532227
7.767601	3.2735062	1.6540283
8.006325	3.1658936	1.6540283
8.038368	3.3381271	1.6532227
7.851982	3.6110306	1.6532227
7.658386	3.4529495	1.6532227
7.67601	3.2745743	1.6540283
7.6332855	3.3039474	1.6540283
7.5288773	3.337326	1.6532227
7.601509	3.5450745	1.6532227
7.8023148	3.7768555	1.6540283
7.812996	3.8876724	1.6540283
7.83062	3.6785889	1.6540283
7.989502	3.7768555	1.6540283
7.999115	3.633194	1.6540283
7.611122	3.1106186	1.6532227
7.5785446	3.0462646	1.6540283
7.720871	3.3239746	1.6532227
7.6693344	3.4908676	1.6540283
7.728615	3.3683014	1.6540283
7.598572	2.984848	1.6532227
7.8578568	2.8975296	1.6540283
8.089104	3.12397	1.6540283
7.889366	3.364296	1.6540283
7.7147293	3.4414673	1.6532227
7.749443	3.521576	1.6540283
7.8287506	3.5821915	1.6540283
7.9652023	3.9562988	1.6540283
8.08857	3.9044952	1.6532227
8.027954	3.8422775	1.6532227
8.191643	3.7779236	1.6540283
8.144646	3.4716415	1.6540283
8.026886	3.1752396	1.6516113
7.934494	3.2732391	1.6532227
8.104591	3.298874	1.6532227
8.293114	3.35495	1.6540283
7.805519	3.0884552	1.6532227
7.563858	3.2668304	1.6540283
7.647705	3.4275818	1.6532227
7.517395	3.2695007	1.6532227
6.9635773	3.1170273	1.6532227
6.4535522	3.3239746	1.6540283
6.7066956	3.5250473	1.6532227
7.183342	3.8625717	1.6540283
7.0957565	4.02359	1.6532227
6.859436	3.77285	1.6540283
6.999893	3.7661743	1.6540283
7.276001	3.8072968	1.6540283
7.5611877	3.753357	1.6532227
7.6607895	3.6505508	1.6540283
7.321129	3.6481476	1.6540283
7.201233	3.5239792	1.6532227
7.27787	3.2566833	1.6540283
7.500572	3.7087631	1.6540283
7.694702	4.161644	1.6540283
7.7441025	4.106369	1.6532227
7.758789	4.1683197	1.652417
7.749977	4.264183	1.6532227
7.3531723	3.948288	1.6532227
7.26532	3.7122345	1.6532227
7.6618576	3.6195755	1.6532227
7.880821	3.72612	1.6532227
8.288307	3.9509583	1.6532227
8.522491	4.09729	1.6540283
8.024483	4.1653824	1.6540283
7.9873657	4.172325	1.6540283
8.078957	4.0193176	1.6540283
8.049049	3.8137054	1.6532227
7.86026	3.7581635	1.6540283
7.749443	3.9426804	1.6540283
7.6621246	4.2139816	1.6540283
7.500305	4.171791	1.6540283
7.694168	3.9410782	1.6540283
8.011131	3.9357376	1.6532227
8.192711	3.948822	1.6540283
7.6981735	3.660431	1.6532227
6.971054	3.6104965	1.6532227
6.866646	3.8588333	1.6532227
7.0754623	4.1368103	1.6540283
7.1985626	4.3408203	1.6540283
